Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortivus AB (publ) (OM:ORTI B),OM:ORTI B,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Health Care Technology,Ortivus AB (publ) (OM:ORTI B) 2023 Form ,"Ortivus AB (publ) develops and commercializes medical technology solutions and e-health for healthcare industry in Sweden and internationally. The company offers MobiMed Monitor that monitor and shares vital signs and ECG; MobiMed ePR, an electronic patient record system for documentation of treatment and events; MobiMed enRoute, a navigation, case management, and mass casualty management; MobiMed FleetCtrl, a a software application that regular controls, checklists, and documentation tailored for seamless fleet management; MobiMed Life, a heart safe solution. It also provides ambulance services, primary care, and rescue services. The company was incorporated in 1985 and is headquartered in Stockholm, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paltalk, Inc. (NasdaqCM:PALT)",NasdaqCM:PALT,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Media and Services,"Paltalk, Inc. (NasdaqCM:PALT) 2024 Form 10-K","Paltalk, Inc., together with its subsidiaries, develops communications software and multimedia social applications worldwide. It offers consumer applications, which include Paltalk, Camfrog, and Tinychat for live video chat; and owns and operates Vumber, a telecommunications services provider that enables users to have multiple phone numbers in any area code through which calls can be forwarded to a user’s existing cell phone or land line telephone number. The company provides ManyCam, a live streaming software and virtual camera that allows users to deliver professional live videos on streaming platforms, video conferencing applications, and distance learning tools; and product payment options, where users can pay by credit card, PayPal, western union, check, local e-wallet providers, or complete an in-app purchase through the Apple App Store or Google Play Store for Android users. The company was formerly known as PeerStream, Inc. and changed its name to Paltalk, Inc. in May 2020. Paltalk, Inc. was incorporated in 2005 and is based in Jericho, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pantaya, LLC",-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Movies and Entertainment,"Hemisphere Media Group, Inc. 2022 Form 10-K","Pantaya, LLC offers the streaming service for Spanish-Language movies. The company was incorporated in 2016 and is based in Santa Monica, California. The company operates as a subsidiary of Hemisphere Media Group, Inc. As of March 31, 2021, Pantaya, LLC operates as a subsidiary of Hemisphere Media Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parade Technologies, Ltd. (TPEX:4966)",TPEX:4966,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Semiconductors,"Parade Technologies, Ltd. (TPEX:4966) 2024 Form Doc","Parade Technologies, Ltd. operates as a fabless semiconductor company in South Korea, China, Taiwan, Japan, and internationally. It engages in the research and development, and marketing and sale of high-speed interface standards, and touch controller and display processing integrated circuit (IC) chips for products used in computers, consumer electronics, and display panels. The company’s products portfolio comprises high-speed interface ICs, including PCI Express/SATA, USBs, DisplayPorts, HDMIs, and protocol converters; display and touch integrated system ICs, such as touch embedded TCONs and source drivers, touch and gate level shifters, embedded DisplayPort timing controllers, display panel source drivers, Tcons with embedded source drivers and touch, touch and display driver integrated products, and DisplayPort LCD monitor controllers; truetouch touch screen controllers; and automotive ICs. Parade Technologies, Ltd. was incorporated in 2005 and is based in Grand Cayman, Cayman Islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Real Estate Investment Trust,-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Landlord,Retail REITs,Pennsylvania Real Estate Investment Trust 2023 Form 10-K,"PREIT (OTCQB:PRET) is a real estate investment trust that owns and manages innovative properties developed to be thoughtful, community-centric hubs. PREIT's robust portfolio of carefully curated, ever-evolving properties generates success for its tenants and meaningful impact for the communities it serves by keenly focusing on five core areas of established and emerging opportunity: multifamily & hotel, health & tech, retail, essentials & grocery and experiential. Located primarily in densely populated regions, PREIT is a top operator of high quality, purposeful places that serve as one-stop destinations for customers to shop, dine, play and stay.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix New Media Limited (NYSE:FENG),NYSE:FENG,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Media and Services,Phoenix New Media Limited (NYSE:FENG) 2024 Form 20-F,"Phoenix New Media Limited provides premium content on an integrated Internet platform in the People’s Republic of China. The company operates in two segments, Net Advertising Services and Paid Services. It offers content and services through PC, mobile, and third-party channels, as well as transmits content primarily through Phoenix TV to TV viewers. The company, through its website, ifeng.com, provides various interest-based content verticals, such as news, military affairs, video, technology, finance, entertainment, automobiles, sports, real estate, home living, fashion, and history; and interactive services, including comment postings and user surveys. In addition, its mobile channel consists of ifeng News, a news application that provides newsfeeds and other contents in the form of text, image, live streaming, and video; ifeng Video, a video application, which offers video news, live broadcasting, Phoenix TV programs content, etc.; i.ifeng.com mobile Internet website; and digital reading applications. Further, the company provides mobile newspaper and mobile video services, as well as e-commerce, wireless value-added services, and online real estate related services. The company was founded in 1998 and is headquartered in Beijing, the People’s Republic of China. Phoenix New Media Limited is a subsidiary of Phoenix Satellite Television (B.V.I.) Holding Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photomyne Ltd (TASE:PHTM),TASE:PHTM,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Application Software,Photomyne Ltd (TASE:PHTM) 2023 Form Doc,"Photomyne Ltd operates as a software company in Israel. It develops technologies and applications based on artificial intelligence in the field of nostalgia and family identity, including the digitization of family memory assets. The company was incorporated in 2014 and is based in Bnei Brak, Israel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlayNitride Inc. (TWSE:6854),TWSE:6854,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Semiconductors,PlayNitride Inc. (TWSE:6854) 2023 Form Doc,"PlayNitride Inc. engages in the research and development, manufacture, and sale of MicroLED display products, modules, and panels in Taiwan, Korea, and internationally. The company also offers design, installation, and maintenance of processing equipment; consulting services; and licensing of technologies. Its MicroLED products are used in large displays, medium and small displays, and flexible displays, as well as AR, wearable devices, and automotive applications. The company was incorporated in 2014 and is headquartered in Miaoli County, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlaySide Studios Limited (ASX:PLY),ASX:PLY,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,PlaySide Studios Limited (ASX:PLY) - Form Doc,"PlaySide Studios Limited develops and sells mobile, PC, and console video games in Australia. It provides titles in a range of categories, including self-published games based on original intellectual property and games developed in collaboration with studios, such as Disney, Pixar, Warner Bros, and Nickelodeon. It also offers virtual reality games. PlaySide Studios Limited was incorporated in 2011 and is based in Port Melbourne, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLAYSTUDIOS, Inc. (NasdaqGM:MYPS)",NasdaqGM:MYPS,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,"PLAYSTUDIOS, Inc. (NasdaqGM:MYPS) 2024 Form 10-K","PLAYSTUDIOS, Inc. develops and publishes free-to-play casual games for mobile and social platforms in the United States and internationally. The company’s game portfolio includes a diverse range of titles comprising social casino, card, puzzle, and adventure games. It also offers POP! Slots, myVEGAS Slots, my KONAMI Slots, MGM Slots Live, myVEGAS Blackjack, myVEGAS Bingo, Tetris, Solitaire, Spider Solitaire, Jumbline 2, Sudoku, and Mahjong games. PLAYSTUDIOS, Inc. is headquartered in Las Vegas, Nevada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtika Holding Corp. (NasdaqGS:PLTK),NasdaqGS:PLTK,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,Playtika Holding Corp. (NasdaqGS:PLTK) 2024 Form 10-K,"Playtika Holding Corp., together with its subsidiaries, develops mobile games in the United States, Europe, Middle East, Africa, Asia pacific, and internationally. The company owns a portfolio of casual and social casino-themed games. It distributes its games to the end customer through various web and mobile platforms and direct-to-consumer platforms. Playtika Holding Corp. was founded in 2010 and is headquartered in Herzliya Pituach, Israel. Playtika Holding Corp. is a subsidiary of Playtika Holding UK II Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlayWay S.A. (WSE:PLW),WSE:PLW,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,PlayWay S.A. (WSE:PLW) - Form Doc,"PlayWay S.A. produces and publishes PC and mobile games worldwide. It sells its products through STEAM, AppStore, and GooglePlay platforms. The company was incorporated in 2011 and is headquartered in Warsaw, Poland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plimsoll Productions Ltd.,-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,Movies and Entertainment,ITV plc (LSE:ITV) - Form Doc,"Plimsoll Productions Ltd. creates and produces non scripted shows for domestic and international television markets. It produces entertainment, factual, formats, and nature shows. The company was incorporated in 2013 and is based in Bristol, United Kingdom with additional offices in the United States. 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pluralsight, LLC",-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Application Software,"Pluralsight, LLC 2021 Form 10-K","Pluralsight, LLC develops and operates a cloud-based technology skills platform in the United States, Europe, the Middle East, Africa, and internationally. Its platform products include Pluralsight Skills for individuals and teams to acquire technology skills through skill development experiences, such as skill assessments, a curated library of expert-authored courses, directed learning paths, interactive content, and business analytics; and Pluralsight Flow, which gives technology leaders objective data and visibility into workflow patterns to measure the productivity of their software developers. Pluralsight, LLC has strategic partnerships with Elice. The company was founded in 2004 and is based in Draper, Utah with additional offices in Boston, Massachusetts; Dublin, Ireland; Sydney, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primaris Real Estate Investment Trust (TSX:PMZ.UN),TSX:PMZ.UN,"Apple Canada, Inc.","Subsidiary/Investment
                         ",Landlord,Retail REITs,Primaris Real Estate Investment Trust (TSX:PMZ.UN) - Form Doc,"Primaris is Canada’s only enclosed shopping centre focused REIT, with ownership interests primarily in leading enclosed shopping centres located in growing mid-sized markets. The current portfolio totals 12.5 million square feet valued at approximately $3.8 billion at Primaris’ share. Economies of scale are achieved through its fully internal, vertically integrated, full-service national management platform. Primaris is very well-capitalized and is exceptionally well positioned to take advantage of market opportunities at an extraordinary moment in the evolution of the Canadian retail property landscape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Focus Limited (NSEI:PFOCUS),NSEI:PFOCUS,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Movies and Entertainment,Prime Focus Limited (NSEI:PFOCUS) 9/7/ Form Doc,"Prime Focus Limited, together with its subsidiaries, provides integrated media services primarily in India, the United Kingdom, the United States, Canada, and Australia. It
engages in the motion picture, video, and television programme production activities; and business support activities. The company also offers creative services, including visual effects, advertising, stereo 2D to 3D conversion, and feature and TV animation; equipment rental services; and post production services, such as digital intermediate/color grading, sound, and picture post services in the media and entertainment industry. In addition, it provides technology products comprising CLEAR, a multi-cloud-enabled media enterprise resource planning suite that automates the content supply chain and builds a connected enterprise; clear modules including cloud MAM, broadcast cloud, production cloud, operations cloud, securescreener, and vision cloud modules; transformational solutions for broadcasters, studios, brands, and service providers; cloud media services; and CLEAR solutions. Further, the company is involved in film investment activities; and provision of digital asset management, music production, content restoration, technology and software, technical, and visual special effects services; as well as operates a training institute. Additionally, the company engages in leasing and renting of real estate properties and allied services. It offers its services to Hollywood studios, Over-The-Top providers, broadcasters, advertisers, and production houses. The company was incorporated in 1997 and is based in Mumbai, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
